Year,Month,year_month,Os_Company,Range_DPD,Product_final,Payment_for_Fee,PR_amount,Balance
2020,8,8-2020,NDC,360-720,Overdraft,1500000,286227730,461278157
2020,5,5-2020,AMG,360-720,Unsecured Loan,1000000,320742872,523950319
2020,1,1-2020,TCG,720-1080,Credit card,54251301,11686808334,25883375661
2020,1,1-2020,TDO,Deadloan,Secured Loan,8,2251761781,4336623940
2020,7,7-2020,DK,180-360,Credit card,0,"51263663,78","61718113,84"
2020,5,5-2020,HNA,Deadloan,Secured Loan,0,109801916,558795660
2020,5,5-2020,AMG,360-720,Credit card,0,"42327174,48","77662864,32"
2020,8,8-2020,TDO,720-1080,Credit card,3610000,10476003943,25024647031
2020,8,8-2020,TDO,0-180,Credit card,480803,"45104470,38","47599463,09"
2020,1,1-2020,NDC,Deadloan,Unsecured Loan,849,82453348282,708620247528
2020,10,10-2020,BFC,1080+,Credit card,47188000,12581683977,55337447670
2020,10,10-2020,TCG,0-180,Unsecured Loan,9648036,42485429,46339213
2020,7,7-2020,DK,Deadloan,Secured Loan,5,40000000,199625209
2020,4,4-2020,GLX,180-360,Unsecured Loan,108186951,3992016824,5088199390
2020,2,2-2020,TDO,720-1080,Credit card,30733143,10750476622,27224281759
2020,7,7-2020,TCG,720-1080,Credit card,28860436,23804994493,60079175745
2020,12,12-2020,AMG,720-1080,Overdraft,0,505043028,974997831
2020,11,11-2020,HMK,720-1080,Overdraft,12535119,2490850554,4801733182
2020,5,5-2020,NDC,720-1080,Credit card,173632000,27873868281,66354953724
2020,12,12-2020,HNA,720-1080,Unsecured Loan,79196133,23068557856,50660188442
2020,2,2-2020,FBI,720-1080,Secured Loan,0,299762000,413419884
2020,8,8-2020,FBI,720-1080,Unsecured Loan,4515134,155881290234,325299248665
2020,7,7-2020,TCG,0-180,Credit card,5684549,"403810078,4","451793009,5"
2020,1,1-2020,DK,Deadloan,Secured Loan,0,40000000,189970284
2020,6,6-2020,HNA,360-720,HHB,0,2365124682,4799597593
2020,8,8-2020,NDC,0-180,Unsecured Loan,16539862,162233566,176913548
2020,1,1-2020,TCG,720-1080,Unsecured Loan,325616594,115720509190,243873271388
2020,1,1-2020,GLX,Deadloan,Unsecured Loan,131,19695393755,49195878500
2020,4,4-2020,HMK,360-720,Unsecured Loan,121359878,54010534820,92388031625
2020,11,11-2020,AMG,360-720,Credit card,3000000,"422781249,3",801761559
2020,7,7-2020,GLX,Deadloan,Unsecured Loan,10000447,19695393755,52946969709
2020,2,2-2020,GLX,1080+,Secured Loan,12,229730831,611138349
2020,8,8-2020,GLX,360-720,Overdraft,3633400,788378655,1122670392
2020,11,11-2020,TDO,0-180,Unsecured Loan,3600004,26995980,29996875
2020,10,10-2020,ASA,0-180,Credit card,1000000,"64374039,6","118805775,1"
2020,11,11-2020,DK,0-180,Unsecured Loan,0,0,0
2020,9,9-2020,TCG,360-720,Overdraft,15999091,560711467,891847389
2020,5,5-2020,DK,360-720,Overdraft,15351719,949304327,2190050922
2020,1,1-2020,FBI,720-1080,HHB,28525575,41352023412,101564496665
2020,8,8-2020,DK,720-1080,Unsecured Loan,63365809,102441833605,218104600952
2020,6,6-2020,HMK,720-1080,Credit card,156022000,29365202471,70544684567
2020,7,7-2020,ASA,720-1080,Credit card,63205000,51288924512,128296239978
2020,9,9-2020,HMK,0-180,Unsecured Loan,12209325,179001394,185643272
2020,10,10-2020,FBI,0-180,HHB,14178309,91774099,100718725
2020,3,3-2020,HMK,0-180,Credit card,75162455,"813559690,8","951450713,2"
2020,12,12-2020,FBI,360-720,HHB,41949046,1125227322,2201448375
2020,2,2-2020,DK,720-1080,Credit card,1000000,5342669273,12479727690
2020,5,5-2020,DK,0-180,Unsecured Loan,7007769,130171504,149094451
2020,6,6-2020,BFC,360-720,Credit card,0,1681135154,3311986994
2020,12,12-2020,TDO,Deadloan,Overdraft,0,18765787372,99080041602
2020,11,11-2020,DK,360-720,Overdraft,33618309,242261426,327371990
2020,11,11-2020,NDC,720-1080,Unsecured Loan,296150707,109832176146,236936931705
2020,3,3-2020,DK,0-180,Overdraft,0,0,0
2020,4,4-2020,ASA,720-1080,Unsecured Loan,36073669,59650421676,123307767049
2020,12,12-2020,BFC,360-720,Unsecured Loan,13026986,294831275,469157577
2020,4,4-2020,ASA,0-180,Credit card,3060000,"245042915,3","295884292,7"
2020,11,11-2020,DK,0-180,Credit card,0,"41010544,64","70903540,32"
2020,12,12-2020,FBI,Deadloan,Credit card,24000000,7145043546,31808827376
2020,10,10-2020,ASA,0-180,Unsecured Loan,30501973,199385620,216675657
2020,7,7-2020,BFC,720-1080,Overdraft,0,215757278,415736162
2020,10,10-2020,FBI,Deadloan,Secured Loan,48082455,158637617965,961008351641
2020,6,6-2020,FBI,1080+,Unsecured Loan,102152,122700655736,326492841217
2020,8,8-2020,DK,720-1080,Credit card,6502000,10318785053,25788899981
2020,1,1-2020,ASA,720-1080,Credit card,7500000,2686858604,6000170054
2020,2,2-2020,HMK,0-180,Overdraft,1934150,392666507,447563845
2020,7,7-2020,AMG,1080+,Secured Loan,0,40410959,163887701
2020,4,4-2020,HNA,1080+,Overdraft,7,469965182,888362283
2020,3,3-2020,HMK,0-180,Unsecured Loan,402435252,1189905694,1289991535
2020,6,6-2020,BFC,360-720,Unsecured Loan,12994096,8308374521,14592350094
2020,6,6-2020,HMK,720-1080,Unsecured Loan,290941999,85094961418,176357153074
2020,11,11-2020,NDC,720-1080,Credit card,357234331,34025514783,90196906671
2020,10,10-2020,ASA,720-1080,Unsecured Loan,299517421,243581281295,521073601506
2020,9,9-2020,HMK,0-180,Credit card,58525761,"228755884,4","262065116,3"
2020,11,11-2020,HMK,360-720,Credit card,21300000,2387886351,4438506392
2020,2,2-2020,DK,720-1080,Unsecured Loan,500228,22352739312,46676568922
2020,4,4-2020,FBI,0-180,HHB,218828577,611688129,627752935
2020,12,12-2020,TCG,180-360,HHB,0,27974063,37512124
2020,9,9-2020,HNA,720-1080,Secured Loan,9972203,124390489,216252618
2020,5,5-2020,DK,0-180,Credit card,0,0,0
2020,3,3-2020,NDC,Deadloan,Secured Loan,0,100961421606,785076178978
2020,12,12-2020,AMG,360-720,HHB,6250000,236823215,509530383
2020,7,7-2020,DK,360-720,Credit card,4200000,2517395943,5355428360
2020,1,1-2020,HNA,720-1080,Credit card,73900000,5820896176,12916582765
2020,5,5-2020,NDC,180-360,HHB,0,2350223,3385201
2020,8,8-2020,AMG,0-180,Credit card,0,"11682821,27","24151202,37"
2020,4,4-2020,ASA,Deadloan,Unsecured Loan,2000048,823156895,2731048888
2020,8,8-2020,DK,180-360,Credit card,0,"51263663,78","59028874,12"
2020,12,12-2020,ASA,360-720,Credit card,104500000,2924430148,5566287749
2020,2,2-2020,DK,180-360,Unsecured Loan,71513657,5513544603,7715551719
2020,7,7-2020,HNA,720-1080,Credit card,51770000,13716669305,33527453448
2020,11,11-2020,GLX,180-360,HHB,8647000,313148126,"446791058,1"
2020,10,10-2020,HNA,0-180,Unsecured Loan,0,7796709,8820314
2020,3,3-2020,NDC,180-360,Credit card,14500000,"873319195,5",1191543154
2020,5,5-2020,BFC,1080+,Credit card,4590000,15167362629,61256466368
2020,12,12-2020,NDC,Deadloan,Credit card,12600000,3607372840,10281243760
2020,6,6-2020,HNA,180-360,HHB,0,23026251,31809668
2020,10,10-2020,TCG,360-720,Credit card,10000000,2357063654,4477508705
2020,10,10-2020,BFC,0-180,Unsecured Loan,0,0,0
2020,4,4-2020,HMK,180-360,Credit card,70766000,3155813807,4437978850
2020,7,7-2020,BFC,720-1080,Unsecured Loan,180,24936386919,50487600259
2020,8,8-2020,TCG,720-1080,HHB,16,31259481103,74274988514
2020,6,6-2020,GLX,Deadloan,Credit card,5000000,2322209540,13426070465
2020,10,10-2020,NDC,360-720,HHB,1357446,2329208813,4531133693
2020,4,4-2020,NDC,360-720,HHB,0,4236500505,8547868925
2020,9,9-2020,NDC,180-360,Credit card,3000000,"191092327,1","263967442,5"
2020,12,12-2020,HNA,180-360,HHB,0,13037962,20655235
2020,2,2-2020,TDO,0-180,Overdraft,1000000,25361211,27374130
2020,3,3-2020,TDO,0-180,Credit card,2846939,"74234295,72","78332523,72"
2020,6,6-2020,NDC,Deadloan,Unsecured Loan,371361,82005613733,720476428706
2020,7,7-2020,HNA,720-1080,Unsecured Loan,174173410,74888319745,157744635111
2020,5,5-2020,BFC,1080+,Unsecured Loan,0,19346309201,50828003960
2020,1,1-2020,FBI,Deadloan,Overdraft,4,21077392800,86703915798
2020,8,8-2020,DK,720-1080,Overdraft,23158462,2696529157,5591661730
2020,3,3-2020,DK,1080+,Unsecured Loan,0,11332244387,31965062405
2020,1,1-2020,DK,360-720,Credit card,0,4302494671,7365833519
2020,10,10-2020,GLX,360-720,HHB,276292658,7799828019,15490517253
2020,2,2-2020,TCG,0-180,Credit card,154480691,1046523043,1182506205
2020,9,9-2020,DK,1080+,Unsecured Loan,7499581,153135409505,435219058396
2020,7,7-2020,DK,360-720,Unsecured Loan,25650665,16371256402,29756283427
2020,10,10-2020,HMK,180-360,Credit card,1500000,"134391199,5","195599609,4"
2020,2,2-2020,NDC,360-720,Credit card,122750000,14512736902,26338248586
2020,3,3-2020,GLX,360-720,Overdraft,5820000,846169915,1283935097
2020,8,8-2020,NDC,360-720,Credit card,60713000,4528468725,8931609233
2020,5,5-2020,GLX,180-360,HHB,111454000,2365925646,3407830445
2020,5,5-2020,HNA,360-720,HHB,6700000,2952955041,5898294201
2020,2,2-2020,HMK,1080+,Secured Loan,4,32200000,93261002
2020,11,11-2020,TDO,360-720,Credit card,0,"64840046,85","115751221,4"
2020,4,4-2020,TCG,360-720,Credit card,26045000,3961643512,7686604537
2020,8,8-2020,HMK,1080+,Secured Loan,20,432141978,1342620779
2020,6,6-2020,NDC,Deadloan,Credit card,0,"756655873,2",3239977047
2020,6,6-2020,ASA,360-720,Credit card,25060000,9977335171,19808933928
2020,12,12-2020,NDC,Deadloan,Unsecured Loan,12,6398785842,12838398994
2020,12,12-2020,GLX,1080+,HHB,113285398,45979392510,147600897619
2020,6,6-2020,TDO,Deadloan,Secured Loan,10,2251761781,4557469972
2020,5,5-2020,ASA,360-720,Overdraft,42680167,2587231017,4200555650
2020,2,2-2020,DK,180-360,Credit card,0,2686827098,3890795417
2020,7,7-2020,BFC,720-1080,Credit card,7900000,4212160942,10589055037
2020,11,11-2020,HNA,360-720,HHB,0,417324370,815273082
2020,11,11-2020,NDC,180-360,HHB,0,101789920,148923837
2020,11,11-2020,TDO,1080+,Credit card,1500000,"4335646,45","283898245,2"
2020,10,10-2020,TCG,1080+,Credit card,329433915,39943675063,183111989492
2020,8,8-2020,DK,180-360,Unsecured Loan,6636848,216378509,292272101
2020,10,10-2020,AMG,360-720,Credit card,3000000,"503930383,7","942656002,3"
2020,10,10-2020,HMK,720-1080,Overdraft,11578008,2659669574,5055529431
2020,6,6-2020,GLX,1080+,HHB,37050000,6393170248,19745420596
2020,11,11-2020,AMG,180-360,Credit card,0,"9781555,84","15028426,89"
2020,12,12-2020,GLX,Deadloan,Credit card,0,"998687861,3",5838820673
2020,6,6-2020,AMG,180-360,Unsecured Loan,5,48338100,64164101
2020,7,7-2020,AMG,720-1080,Unsecured Loan,12900111,20741331261,43489268896
2020,6,6-2020,GLX,360-720,Unsecured Loan,350160683,38947541097,68898109118
2020,3,3-2020,GLX,180-360,Overdraft,2064950,636753204,778059691
2020,6,6-2020,NDC,360-720,Unsecured Loan,234113632,29872598253,52357503889
2020,4,4-2020,NDC,1080+,HHB,4000000,22193973684,73986408428
2020,10,10-2020,NDC,0-180,Overdraft,0,0,0
2020,8,8-2020,ASA,180-360,HHB,4739000,473734049,659864484
2020,9,9-2020,FBI,360-720,Unsecured Loan,12358990,160243067,205102586
2020,10,10-2020,AMG,720-1080,Credit card,40265300,9541275320,25045861720
2020,10,10-2020,AMG,0-180,Credit card,0,"786487,79","1771895,74"
2020,2,2-2020,HMK,180-360,Unsecured Loan,113460115,26585766480,34776577459
2020,3,3-2020,HMK,1080+,Secured Loan,0,405771978,1229655225
2020,5,5-2020,TCG,360-720,Credit card,1000000,5708056784,11505473311
2020,12,12-2020,AMG,180-360,Unsecured Loan,4,41273124,49708362
2020,2,2-2020,HMK,Deadloan,Credit card,0,"24917111,18","152611487,2"
2020,3,3-2020,NDC,360-720,Credit card,131100000,24770806976,48016276797
2020,12,12-2020,FBI,360-720,Credit card,0,"80114687,96","187029879,1"
2020,2,2-2020,ASA,180-360,HHB,405753448,67245436036,96913282853
2020,10,10-2020,NDC,720-1080,Overdraft,29791241,2389492187,4590857883
2020,6,6-2020,BFC,360-720,HHB,5,1292160750,2708521112
2020,10,10-2020,AMG,360-720,Overdraft,0,51439631,68777939
2020,3,3-2020,GLX,360-720,Credit card,203806000,24238609850,47133364086
2020,4,4-2020,GLX,1080+,HHB,15800000,39549869202,129574362774
2020,9,9-2020,AMG,180-360,Credit card,0,"51395446,53","79257768,1"
2020,5,5-2020,HMK,Deadloan,Unsecured Loan,1978003,136873441,246956459
2020,2,2-2020,TCG,360-720,Unsecured Loan,17503793,49491126645,78329897900
2020,8,8-2020,TCG,360-720,Unsecured Loan,48788402,3148235108,4822279500
2020,4,4-2020,NDC,720-1080,Overdraft,9768947,4959598364,9953405216
2020,6,6-2020,TDO,360-720,Credit card,0,4545993915,8744068917
2020,6,6-2020,HMK,360-720,Overdraft,1027,993226161,1530379711
2020,6,6-2020,FBI,360-720,Credit card,1500000,10404432945,21871098092
2020,10,10-2020,GLX,720-1080,Overdraft,34439860,2352123804,4363978523
2020,12,12-2020,DK,360-720,Credit card,0,"986832798,7",1888681813
2020,10,10-2020,NDC,180-360,HHB,3000000,120198532,171644648
2020,12,12-2020,GLX,Deadloan,Overdraft,0,5200240724,25466287672
2020,12,12-2020,BFC,360-720,HHB,300000,330855584,"725508832,2"
2020,4,4-2020,GLX,720-1080,Overdraft,950012,1495487991,2721971784
2020,10,10-2020,GLX,0-180,Overdraft,0,0,0
2020,8,8-2020,NDC,Deadloan,Unsecured Loan,49900375,88668358104,738538741487
2020,7,7-2020,FBI,180-360,Unsecured Loan,18906706,678553561,885426999
2020,4,4-2020,HMK,1080+,Secured Loan,20,405771978,1240148171
2020,5,5-2020,BFC,720-1080,Credit card,0,5020498871,12202710567
2020,12,12-2020,HMK,720-1080,Overdraft,10603007,2268928792,4284087390
2020,6,6-2020,GLX,360-720,HHB,340324946,14680507941,26763638962
2020,9,9-2020,DK,360-720,Unsecured Loan,77162435,3796596641,6339058490
2020,7,7-2020,DK,1080+,Unsecured Loan,138490981,26698909974,77915034637
2020,6,6-2020,HMK,720-1080,Overdraft,10,2215938652,4047406367
2020,9,9-2020,NDC,1080+,Overdraft,176704,1319030050,2954909396
2020,6,6-2020,HMK,1080+,Credit card,858540428,45773845454,216247207193
2020,4,4-2020,DK,180-360,Unsecured Loan,6400056,455578473,637593810
2020,10,10-2020,GLX,1080+,HHB,203040113,36137898121,115153949555
2020,5,5-2020,ASA,Deadloan,Unsecured Loan,14000000,822464921,2756839676
2020,2,2-2020,NDC,Deadloan,Unsecured Loan,849,82053348282,709805897204
2020,6,6-2020,TCG,360-720,Credit card,1000000,4972849665,10141014778
2020,2,2-2020,GLX,180-360,Overdraft,51990551,2316535093,2919138644
2020,12,12-2020,HMK,1080+,Credit card,710212219,51948824671,252026471265
2020,3,3-2020,NDC,180-360,Overdraft,19322236,280250303,316735303
2020,4,4-2020,TDO,Deadloan,Unsecured Loan,0,77441500,517466513
2020,7,7-2020,NDC,Deadloan,Secured Loan,1762,195519285840,1194957734366
2020,5,5-2020,GLX,Deadloan,Credit card,5000000,2327209540,13001882916
2020,8,8-2020,BFC,0-180,Unsecured Loan,0,0,0
2020,3,3-2020,GLX,Deadloan,Secured Loan,0,5059033863,11963268271
2020,12,12-2020,TCG,720-1080,HHB,25100004,40617344081,102804791485
2020,10,10-2020,GLX,180-360,HHB,10662440,304594846,"423934172,1"
2020,2,2-2020,TDO,0-180,Credit card,5283384,"296233684,4","357230282,7"
2020,5,5-2020,HNA,720-1080,Secured Loan,9950000,164262692,246125295
2020,3,3-2020,DK,1080+,Secured Loan,0,96348177,277354219
2020,11,11-2020,BFC,720-1080,Credit card,5960000,8403323152,22110811006
2020,8,8-2020,GLX,1080+,Overdraft,4978084,1189605397,2298313472
2020,2,2-2020,FBI,360-720,HHB,153641255,66838159821,115079583411
2020,6,6-2020,HNA,720-1080,Unsecured Loan,76682575,73345611014,153452088407
2020,4,4-2020,GLX,360-720,Overdraft,71221804,1026420159,1513156669
2020,2,2-2020,ASA,360-720,Credit card,8470000,3226124647,5435409694
2020,1,1-2020,NDC,Deadloan,Secured Loan,1009054,103661421606,782225173540
2020,12,12-2020,GLX,360-720,HHB,125432909,6215223236,12939325797
2020,3,3-2020,DK,360-720,Unsecured Loan,163510188,34498362686,60963520999
2020,4,4-2020,GLX,180-360,HHB,75556289,4685899869,6682635101
2020,9,9-2020,DK,1080+,Secured Loan,20,81545496,254228352
2020,11,11-2020,ASA,720-1080,HHB,193739213,99996666208,248526991620
2020,7,7-2020,TDO,360-720,Credit card,0,3750086789,7178913671
2020,11,11-2020,GLX,Deadloan,Credit card,3000000,"998687861,3",5658601549
2020,8,8-2020,ASA,360-720,Credit card,83500000,4455628052,8581436085
2020,10,10-2020,TDO,Deadloan,Unsecured Loan,550805,100977920089,400641312565
2020,6,6-2020,HMK,180-360,Credit card,7016000,1242860766,1812418286
2020,1,1-2020,TDO,Deadloan,Credit card,0,1654918260,8459235681
2020,10,10-2020,DK,720-1080,Secured Loan,0,19800,19800
2020,8,8-2020,FBI,1080+,Secured Loan,4,9628517,24965489
2020,11,11-2020,HNA,1080+,Overdraft,5000004,507051793,1216618778
2020,5,5-2020,BFC,0-180,Credit card,0,0,0
2020,8,8-2020,HMK,360-720,Unsecured Loan,108467798,6945660631,11337909168
2020,7,7-2020,DK,720-1080,Overdraft,19075520,2990823978,6176230223
2020,2,2-2020,HNA,1080+,Unsecured Loan,978765,10433128459,29906027349
2020,10,10-2020,FBI,1080+,Credit card,12000000,"135772383,5",596142716
2020,3,3-2020,TCG,1080+,Overdraft,0,60493810,159003911
2020,11,11-2020,TCG,1080+,HHB,10000016,56273079504,188065678211
2020,7,7-2020,TDO,Deadloan,Credit card,0,1654918260,10207154282
2020,6,6-2020,DK,360-720,Credit card,6000000,5000278536,10795659653
2020,7,7-2020,ASA,180-360,Credit card,1500000,"423900063,6",599638687
2020,7,7-2020,HNA,180-360,HHB,0,23026251,32809839
2020,9,9-2020,NDC,360-720,Credit card,15000000,3349463490,6369694223
2020,4,4-2020,TDO,1080+,Overdraft,0,5524666,12494229
2020,11,11-2020,AMG,360-720,HHB,0,275387624,576380806
2020,2,2-2020,HMK,360-720,Unsecured Loan,336932557,92261006644,153121791653
2020,4,4-2020,NDC,360-720,Overdraft,19255158,3109942744,5028598912
2020,8,8-2020,GLX,Deadloan,Unsecured Loan,86963940,19670856910,53500269225
2020,5,5-2020,FBI,1080+,Overdraft,0,415286963,827409258
2020,4,4-2020,NDC,180-360,HHB,0,14062999,18838194
2020,7,7-2020,DK,1080+,HHB,4300005,15066866281,40721136262
2020,3,3-2020,HNA,Deadloan,Overdraft,0,0,75900185
2020,5,5-2020,ASA,360-720,Unsecured Loan,46369037,32186308987,55043729503
2020,5,5-2020,NDC,Deadloan,Credit card,0,"756655873,2",3136312618
2020,5,5-2020,ASA,1080+,Secured Loan,0,274401794,829365891
2020,3,3-2020,NDC,Deadloan,Other,0,236797244,430436153
2020,1,1-2020,HMK,360-720,Credit card,86720919,27774907257,50966149700
2020,11,11-2020,BFC,0-180,Credit card,0,0,0
2020,3,3-2020,FBI,0-180,Unsecured Loan,0,198155742,231158494
2020,4,4-2020,NDC,0-180,Credit card,27605000,465884276,"513259067,3"
2020,12,12-2020,GLX,360-720,Unsecured Loan,79435519,4049255945,6672006429
2020,9,9-2020,TCG,1080+,Overdraft,8,2514293965,5612062794
2020,9,9-2020,NDC,Deadloan,Other,0,1564049746,2214188498
2020,11,11-2020,TCG,720-1080,Overdraft,10191785,2524996001,5071893135
2020,1,1-2020,NDC,720-1080,Unsecured Loan,20,7471489157,14489112461
2020,6,6-2020,HNA,Deadloan,Secured Loan,5,109801916,563543274
2020,1,1-2020,ASA,360-720,Overdraft,3000899,821425104,1209459614
2020,5,5-2020,TCG,1080+,HHB,0,5614383845,13955208452
2020,1,1-2020,ASA,180-360,Credit card,23565000,3721656241,5608797202
2020,11,11-2020,ASA,1080+,Secured Loan,17,314629144,1011542602
2020,10,10-2020,NDC,1080+,HHB,23500024,52274236845,172410731265
2020,7,7-2020,HNA,360-720,Overdraft,9017340,490315554,811764926
2020,2,2-2020,FBI,Deadloan,Credit card,0,5490383192,19563670768
2020,6,6-2020,TDO,360-720,Overdraft,1014007,548253674,759357970
2020,4,4-2020,FBI,180-360,Credit card,0,"391152784,4","566493731,9"
2020,1,1-2020,DK,1080+,HHB,28008,3109280566,10367019580
2020,11,11-2020,ASA,360-720,Unsecured Loan,65205629,5178761871,8418149635
2020,6,6-2020,AMG,0-180,HHB,14224,0,0
2020,8,8-2020,BFC,720-1080,Unsecured Loan,39000144,27697718538,56526869862
2020,5,5-2020,TDO,Deadloan,Secured Loan,0,2251761781,4513293803
2020,5,5-2020,TCG,180-360,HHB,8500000,794119907,1146676911
2020,8,8-2020,FBI,0-180,Unsecured Loan,0,50941825,59018251
2020,9,9-2020,TDO,360-720,HHB,0,67142705,126449588
2020,1,1-2020,GLX,1080+,Credit card,170848030,48090853125,208738017908
2020,10,10-2020,GLX,Deadloan,Credit card,3000000,"998687861,3",5481259956
2020,10,10-2020,TDO,Deadloan,Secured Loan,694,73121718645,372012336062
2020,8,8-2020,GLX,Deadloan,Secured Loan,12,5059033863,12615738986
2020,9,9-2020,ASA,360-720,Overdraft,17500625,737003120,1256008212
2020,5,5-2020,FBI,720-1080,Unsecured Loan,3000247,168377886271,351091076884
2020,2,2-2020,HMK,180-360,HHB,258313609,28991590675,39380717152
2020,2,2-2020,GLX,Deadloan,Secured Loan,12,5059033863,11832721148
2020,1,1-2020,NDC,1080+,Unsecured Loan,8,3012782417,7853383436
2020,10,10-2020,TCG,720-1080,Credit card,74697923,31777878137,81743250496
2020,4,4-2020,TDO,Deadloan,Secured Loan,8,2251761781,4467822119
2020,5,5-2020,ASA,180-360,Unsecured Loan,30886152,1312094191,1683980471
2020,7,7-2020,DK,Deadloan,Unsecured Loan,0,257178818,536367611
2020,3,3-2020,ASA,360-720,Overdraft,40649362,768421094,1156365654
2020,2,2-2020,FBI,0-180,Unsecured Loan,4,1047461,1200665
2020,2,2-2020,TCG,360-720,HHB,7050020,34260135905,56043120529
