Year,Month,year_month,Os_Company,Range_DPD,Product_final,Payment_for_Fee,PR_amount,Balance
2021,1,1-2021,DK,1080+,Credit card,"84853689,7",20089007228,94745112798
2021,5,5-2021,HNA,180-360,Secured Loan,0,471867160,539762288
2021,2,2-2021,HMK,Deadloan,Secured Loan,0,1517724000,2714638728
2021,1,1-2021,NDC,180-360,Unsecured Loan,16852000,3733770252,4835913229
2021,2,2-2021,BFC,360-720,HHB,17370262,2405729359,4668864063
2021,4,4-2021,GLX,180-360,Credit card,6000000,1989596961,2992701142
2021,5,5-2021,TCG,1080+,Credit card,"145352413,5",58362876185,280237479677
2021,1,1-2021,HMK,180-360,Overdraft,0,29898320,40648750
2021,5,5-2021,AMG,360-720,Credit card,"582578,59",4959604913,10318795738
2021,2,2-2021,TCG,1080+,Unsecured Loan,42686125,277040133968,791186281188
2021,3,3-2021,HNA,360-720,HHB,209507416,39443173037,76022581272
2021,3,3-2021,TCG,720-1080,HHB,91222365,94285010491,219988099717
2021,2,2-2021,GLX,1080+,Secured Loan,0,22345046283,39181100647
2021,4,4-2021,NDC,180-360,Credit card,2850000,1731059532,2650369298
2021,3,3-2021,AMG,0-180,Unsecured Loan,2700000,33244976,35039939
2021,2,2-2021,TCG,360-720,Credit card,7000000,20645576813,42657019506
2021,5,5-2021,BFC,1080+,HHB,19000000,3520508755,11925955010
2021,2,2-2021,GLX,360-720,HHB,150126351,60617578438,118913713670
2021,3,3-2021,AMG,720-1080,Secured Loan,0,1607480131,2354698096
2021,4,4-2021,BFC,Deadloan,Overdraft,0,18573475318,85791256121
2021,5,5-2021,ASA,180-360,HHB,5000000,2026018077,2905986192
2021,5,5-2021,HMK,Deadloan,Unsecured Loan,2028003,5508482,5569341
2021,1,1-2021,TDO,0-180,Credit card,2434147,"45104470,38","46248774,12"
2021,1,1-2021,FBI,Deadloan,Unsecured Loan,0,10065713801,32938619860
2021,1,1-2021,TDO,720-1080,Unsecured Loan,0,17526976074,37544240776
2021,4,4-2021,TCG,180-360,Unsecured Loan,4381815,3690434155,4770784551
2021,2,2-2021,DK,360-720,Secured Loan,0,467038678,587145441
2021,3,3-2021,BFC,1080+,Unsecured Loan,3500000,20585884715,57529382472
2021,1,1-2021,HNA,720-1080,HHB,43543450,61196621330,145502277133
2021,5,5-2021,HNA,720-1080,Unsecured Loan,342243305,109815163151,229694200611
2021,5,5-2021,NDC,1080+,Overdraft,10000000,3363037768,7955558822
2021,2,2-2021,FBI,360-720,Overdraft,1950000,143927848,237977722
2021,2,2-2021,DK,180-360,HHB,0,27974063,39992215
2021,3,3-2021,HNA,1080+,Unsecured Loan,122989009,223742713501,658125058643
2021,2,2-2021,HMK,180-360,Credit card,7550000,1600101878,2374979511
2021,2,2-2021,DK,1080+,Secured Loan,0,5670778880,9026316964
2021,4,4-2021,TCG,Deadloan,Credit card,0,7436393041,21957366241
2021,5,5-2021,HMK,360-720,HHB,15500000,44649009870,85434941476
2021,3,3-2021,TDO,360-720,Credit card,1000000,1258598582,2821409666
2021,2,2-2021,HNA,0-180,Credit card,"12312631,68","139894733,4","225451995,5"
2021,1,1-2021,BFC,720-1080,HHB,50650000,11888578776,27982275825
2021,5,5-2021,AMG,0-180,Overdraft,0,0,0
2021,5,5-2021,ASA,0-180,HHB,17421405,378788093,432679990
2021,3,3-2021,DK,720-1080,HHB,238300000,41533326404,97053890210
2021,3,3-2021,AMG,1080+,Overdraft,5341428,1483882749,3534053470
2021,3,3-2021,DK,0-180,HHB,6159798,81422345,85669175
2021,5,5-2021,HNA,180-360,Unsecured Loan,49660984,3517771555,4507508674
2021,1,1-2021,TDO,1080+,Overdraft,0,425101237,1061280426
2021,4,4-2021,ASA,1080+,Unsecured Loan,1054904385,402878908077,1187062564282
2021,5,5-2021,BFC,Deadloan,Unsecured Loan,22500000,12838906229,25258846102
2021,1,1-2021,HNA,360-720,Credit card,2000000,13034119118,26289890831
2021,2,2-2021,GLX,1080+,Unsecured Loan,82464727,336359354726,953320737937
2021,2,2-2021,HMK,0-180,Credit card,"110318409,7","222145824,6","337169687,4"
2021,5,5-2021,BFC,Deadloan,Secured Loan,131100000,150103392187,763878525676
2021,4,4-2021,HMK,0-180,HHB,2669000,199759071,213326654
2021,3,3-2021,FBI,Deadloan,Overdraft,0,8899078967,70037265772
2021,2,2-2021,FBI,1080+,Unsecured Loan,2000000,35506600349,106268084225
2021,3,3-2021,GLX,0-180,HHB,18422961,192335839,204227596
2021,1,1-2021,TDO,1080+,HHB,0,9869733477,33806896897
2021,4,4-2021,HMK,720-1080,HHB,124252056,122808914821,286704933527
2021,4,4-2021,HNA,360-720,Unsecured Loan,160675657,48140763668,82895996760
2021,2,2-2021,HNA,180-360,Credit card,0,1292411322,1990696761
2021,1,1-2021,BFC,Deadloan,Other,0,200000000,3091728786
2021,5,5-2021,TCG,720-1080,Secured Loan,0,25648966910,37060219491
2021,5,5-2021,HMK,0-180,Secured Loan,6527964,215993000,217511014
2021,3,3-2021,NDC,1080+,Credit card,"565055054,1",67688635225,319722541284
2021,2,2-2021,HNA,360-720,HHB,115143723,40630718169,79268723394
2021,2,2-2021,AMG,360-720,Secured Loan,0,769000000,932092077
2021,3,3-2021,ASA,1080+,Credit card,"467119868,4",70958175395,347331729815
2021,3,3-2021,HNA,180-360,HHB,2581020,1950459496,2808220076
2021,2,2-2021,TDO,720-1080,Overdraft,0,584932059,1075706199
2021,4,4-2021,TCG,1080+,Credit card,"734295752,1",55388176414,262396563589
2021,1,1-2021,TDO,Deadloan,Other,0,8187831871,47869949189
2021,1,1-2021,HNA,1080+,Overdraft,500000,1995141229,5100655832
2021,5,5-2021,TDO,1080+,Credit card,1500000,9043684610,44764386927
2021,5,5-2021,AMG,180-360,Credit card,0,"132536552,8","203493211,2"
2021,3,3-2021,TDO,1080+,Secured Loan,0,56701097,242975246
2021,3,3-2021,BFC,360-720,HHB,49740348,1615601932,3223791246
2021,4,4-2021,AMG,360-720,Credit card,"19479890,78",6048834481,12580438282
2021,3,3-2021,HNA,1080+,HHB,162478011,64833273962,221062808037
2021,3,3-2021,HMK,720-1080,Credit card,"403543769,7",46811474238,124326505103
2021,1,1-2021,TCG,720-1080,Overdraft,0,2214317711,4224845705
2021,2,2-2021,DK,720-1080,Credit card,24200000,15858407590,42099991271
2021,3,3-2021,ASA,720-1080,Overdraft,12297741,6026127959,11309679255
2021,4,4-2021,DK,360-720,Overdraft,2923252,360173993,586803296
2021,3,3-2021,GLX,360-720,Unsecured Loan,122512653,54639415357,93586901841
2021,5,5-2021,NDC,720-1080,Secured Loan,120655508,18915274816,27318444910
2021,1,1-2021,DK,720-1080,Unsecured Loan,74672781,53180457781,112676143665
2021,4,4-2021,DK,0-180,Credit card,1133000,"55219356,71","72190487,41"
2021,2,2-2021,BFC,0-180,Credit card,0,"9881287,49","25648802,09"
2021,3,3-2021,ASA,0-180,Credit card,"16365319,74","45410075,83","86688806,95"
2021,4,4-2021,NDC,1080+,HHB,222868512,103295240096,347844787136
2021,5,5-2021,BFC,720-1080,Unsecured Loan,0,10188823978,21055632873
2021,4,4-2021,GLX,1080+,HHB,111125795,109819023362,372997948266
2021,3,3-2021,AMG,180-360,Credit card,0,155390692,"223360072,6"
2021,2,2-2021,ASA,0-180,Overdraft,1016567,10585457,11510440
2021,4,4-2021,HNA,180-360,HHB,2491590,1805236446,2553865024
2021,2,2-2021,BFC,0-180,Unsecured Loan,424998,12542417,12696492
2021,1,1-2021,DK,720-1080,Credit card,"137162161,5",13723549516,35748697633
2021,4,4-2021,DK,0-180,Unsecured Loan,0,31930051,35439380
2021,4,4-2021,TDO,Deadloan,Credit card,0,4205828556,27764368471
2021,5,5-2021,FBI,Deadloan,Unsecured Loan,1950000,17423814464,48821225372
2021,3,3-2021,GLX,720-1080,Unsecured Loan,232434302,178966046066,375166447494
2021,2,2-2021,HNA,1080+,Credit card,"82418960,69",40285890516,198350129851
2021,5,5-2021,FBI,1080+,Secured Loan,0,84627065,309901229
2021,5,5-2021,TCG,360-720,Overdraft,0,2372127024,3913983329
2021,2,2-2021,ASA,1080+,Overdraft,104063,3956322074,8751562154
2021,4,4-2021,TDO,360-720,HHB,0,1464082760,2984753631
2021,3,3-2021,FBI,0-180,Credit card,0,0,0
2021,5,5-2021,ASA,360-720,HHB,131506475,48230908091,92395499109
2021,2,2-2021,TDO,Deadloan,Secured Loan,0,136645245287,982109050288
2021,2,2-2021,NDC,Deadloan,Credit card,1000000,7939474965,20143803370
2021,2,2-2021,GLX,Deadloan,HHB,0,0,111982775
2021,3,3-2021,HMK,1080+,HHB,157285487,100850589061,341644831366
2021,3,3-2021,GLX,0-180,Unsecured Loan,186631470,367093669,408185823
2021,2,2-2021,ASA,180-360,Overdraft,0,52994049,66410043
2021,3,3-2021,TCG,360-720,HHB,149806000,47287126805,91043842175
2021,4,4-2021,ASA,360-720,Overdraft,6641499,1813872797,2990178587
2021,3,3-2021,HMK,180-360,HHB,10000000,1631637123,2267957879
2021,1,1-2021,TCG,Deadloan,Secured Loan,0,133780354083,563553934529
2021,2,2-2021,HNA,720-1080,Overdraft,31150000,3107844192,5768848306
2021,1,1-2021,NDC,Deadloan,Overdraft,0,5780965061,53947345291
2021,3,3-2021,TCG,Deadloan,Credit card,0,7436393041,21323747300
2021,2,2-2021,FBI,360-720,HHB,1000000,5817612603,11652336513
2021,3,3-2021,AMG,720-1080,HHB,7276000,42635029352,99083345076
2021,5,5-2021,FBI,1080+,Overdraft,0,325985825,729562439
2021,2,2-2021,HNA,0-180,Secured Loan,6848505,392241816,407797261
2021,3,3-2021,DK,360-720,Unsecured Loan,88610163,10511291827,18561132249
2021,2,2-2021,TCG,180-360,HHB,0,2251937665,3158195715
2021,4,4-2021,NDC,360-720,Overdraft,10676357,1544998719,2471597782
2021,1,1-2021,NDC,720-1080,Unsecured Loan,133089183,147876493917,316185239478
2021,2,2-2021,TCG,360-720,Secured Loan,0,11603025193,15035137109
2021,4,4-2021,DK,1080+,HHB,27560000,39429584096,136012329227
2021,5,5-2021,HNA,720-1080,Secured Loan,0,18869295860,27271904429
2021,1,1-2021,HMK,360-720,Credit card,"10859541,62",20427665195,41439094780
2021,5,5-2021,GLX,0-180,Secured Loan,0,161949436,177194135
2021,1,1-2021,DK,0-180,Unsecured Loan,0,0,0
2021,2,2-2021,ASA,360-720,Credit card,"121663549,8",24636162546,50636665176
2021,4,4-2021,TCG,Deadloan,Other,0,1572047971,2558442910
2021,1,1-2021,NDC,0-180,Credit card,7255855,"539191947,1","704316680,1"
2021,3,3-2021,DK,360-720,Credit card,27000000,6918916702,14263414446
2021,4,4-2021,GLX,360-720,Overdraft,13417106,2609309737,4335456708
2021,4,4-2021,NDC,720-1080,Credit card,"381285132,4",45466612907,121679738917
2021,2,2-2021,TDO,Deadloan,Overdraft,0,5921870043,55302712953
2021,5,5-2021,DK,360-720,Unsecured Loan,84034944,17780413365,30674327419
2021,2,2-2021,NDC,720-1080,Unsecured Loan,65208023,157325062118,331003450322
2021,3,3-2021,GLX,360-720,Secured Loan,88000000,10158427903,13055340625
2021,5,5-2021,NDC,0-180,Credit card,2380000,"150380633,3","268551142,7"
2021,2,2-2021,AMG,720-1080,HHB,9000000,37935740078,89117266614
2021,4,4-2021,GLX,720-1080,Unsecured Loan,369598286,170217836259,356552522454
2021,1,1-2021,GLX,Deadloan,Credit card,0,4142849024,8770444170
2021,1,1-2021,GLX,0-180,Credit card,23710000,"309419820,8","476985571,5"
2021,3,3-2021,BFC,360-720,Unsecured Loan,0,2317622864,4140835370
2021,2,2-2021,TCG,Deadloan,Overdraft,0,1887766745,17522980552
2021,5,5-2021,NDC,360-720,Overdraft,106450006,1845361030,2899481745
2021,4,4-2021,NDC,Deadloan,Unsecured Loan,6950000,36980879649,79482896880
2021,4,4-2021,DK,360-720,HHB,0,12355256233,23896965002
2021,1,1-2021,AMG,1080+,Secured Loan,0,100696579,240118669
2021,1,1-2021,FBI,Deadloan,Secured Loan,26217204,86839455417,598373578010
2021,4,4-2021,ASA,360-720,Credit card,237884240,31459603024,63852725218
2021,2,2-2021,HMK,1080+,HHB,57000000,94562528138,318448028244
2021,3,3-2021,TDO,Deadloan,Overdraft,0,5921870043,55479013394
2021,4,4-2021,GLX,1080+,Overdraft,14950000,7005418206,17112456166
2021,3,3-2021,NDC,Deadloan,HHB,0,"183702393,1","735465463,7"
2021,1,1-2021,NDC,720-1080,Credit card,"220676315,9",42429531910,110959742551
2021,4,4-2021,GLX,180-360,HHB,17762262,1418273048,2018369809
2021,3,3-2021,ASA,0-180,Unsecured Loan,14847461,273287528,309820493
2021,5,5-2021,BFC,720-1080,Credit card,0,3254474833,8411822456
2021,4,4-2021,NDC,360-720,Secured Loan,0,10874455557,13973094951
2021,5,5-2021,ASA,360-720,Unsecured Loan,478942692,59164984203,102210526302
2021,2,2-2021,FBI,1080+,Overdraft,0,295985825,649428556
2021,5,5-2021,HNA,0-180,Secured Loan,0,295114690,330157503
2021,1,1-2021,GLX,360-720,Overdraft,3561001,2173119356,3818506605
2021,3,3-2021,GLX,Deadloan,Overdraft,0,817181292,4667445739
2021,1,1-2021,NDC,360-720,Overdraft,5528580,2418492389,4049280245
2021,5,5-2021,FBI,360-720,HHB,13300000,275395845,568633174
2021,1,1-2021,TCG,Deadloan,Other,0,1572047971,2468611523
2021,4,4-2021,GLX,360-720,Secured Loan,0,16216652227,20935946557
2021,3,3-2021,BFC,720-1080,Overdraft,0,405925260,738933947
2021,4,4-2021,NDC,720-1080,Unsecured Loan,793237055,152010633083,319591398269
2021,4,4-2021,HMK,360-720,Credit card,"195361439,2",31268666292,63692162369
2021,3,3-2021,FBI,Deadloan,Secured Loan,0,109076551590,733424237645
2021,2,2-2021,GLX,720-1080,Secured Loan,0,14645317820,21263951991
2021,4,4-2021,NDC,0-180,Credit card,"29377300,87","156331235,5",268476920
2021,4,4-2021,NDC,0-180,Unsecured Loan,12060947,221112949,241314680
2021,4,4-2021,NDC,180-360,HHB,2000000,2188433796,3082017732
2021,2,2-2021,NDC,0-180,Secured Loan,7470642,108764000,109373486
2021,5,5-2021,ASA,360-720,Credit card,"271950357,7",36064250356,73602279316
2021,2,2-2021,GLX,0-180,Secured Loan,0,165949448,175889011
2021,2,2-2021,HNA,720-1080,Secured Loan,0,19798090198,28726866856
2021,5,5-2021,TCG,180-360,HHB,0,2192465514,3051145834
2021,5,5-2021,TCG,360-720,Secured Loan,0,22518548734,28916301741
2021,1,1-2021,DK,1080+,HHB,9284000,29446749094,99883521787
2021,4,4-2021,GLX,Deadloan,HHB,0,0,112879517
2021,1,1-2021,FBI,1080+,Credit card,7500000,6904264369,33818421445
2021,1,1-2021,TDO,1080+,Credit card,1500000,7152216979,34393615988
2021,5,5-2021,HNA,1080+,Credit card,"174378322,9",47710924487,240940199166
2021,2,2-2021,ASA,360-720,Unsecured Loan,42126752,52143906863,91182600324
2021,2,2-2021,AMG,360-720,HHB,1186938,18476782242,36469376927
2021,3,3-2021,TCG,720-1080,Secured Loan,0,21148542321,30328998969
2021,4,4-2021,TCG,0-180,HHB,3426525,145306861,162376287
2021,4,4-2021,ASA,Deadloan,Unsecured Loan,0,328422790,1018959812
2021,4,4-2021,HNA,360-720,Overdraft,1000000,1620811239,2608541571
2021,4,4-2021,GLX,0-180,HHB,7655192,189887269,204926264
2021,5,5-2021,TCG,Deadloan,Secured Loan,81029,135879660198,583420054245
2021,5,5-2021,BFC,360-720,Credit card,0,"100198516,5","223231442,2"
2021,4,4-2021,DK,720-1080,Overdraft,7600000,1272446385,2438990775
2021,5,5-2021,TDO,Deadloan,Other,0,8266488711,48981526944
2021,2,2-2021,NDC,0-180,HHB,2865471,38437059,48692715
2021,5,5-2021,ASA,360-720,Overdraft,50000,2239469742,3603302377
2021,1,1-2021,ASA,180-360,Credit card,"26953494,86",2260950916,3362252534
2021,3,3-2021,NDC,Deadloan,Secured Loan,306789451,129425417690,573784599248
2021,1,1-2021,NDC,180-360,HHB,1000000,2882969788,4005800669
2021,2,2-2021,GLX,0-180,Credit card,4020000,"327965829,2","473824180,5"
2021,5,5-2021,TCG,720-1080,Overdraft,11102528,4101929851,7962901933
2021,1,1-2021,TCG,Deadloan,Overdraft,0,1887766745,17436527998
2021,2,2-2021,GLX,720-1080,Unsecured Loan,70275188,186778407527,389279258992
2021,2,2-2021,DK,720-1080,Secured Loan,0,2278044533,3239444774
2021,1,1-2021,ASA,1080+,Overdraft,23950000,3595356081,7925136273
2021,5,5-2021,TDO,360-720,Unsecured Loan,100673,247443437,433819946
2021,2,2-2021,DK,1080+,Overdraft,0,902347409,2120789927
2021,5,5-2021,HMK,1080+,Credit card,"115681138,8",75112802466,360096852335
2021,5,5-2021,GLX,0-180,Unsecured Loan,3649342,122566169,140658206
2021,3,3-2021,TDO,1080+,HHB,0,11121557283,38650980486
2021,4,4-2021,TCG,180-360,Overdraft,0,49938100,64193636
2021,5,5-2021,DK,0-180,Secured Loan,1900000,29428655,29850818
2021,3,3-2021,AMG,1080+,Secured Loan,0,6106748100,10565543568
2021,5,5-2021,NDC,Deadloan,Overdraft,0,5780965061,55131292952
2021,5,5-2021,HMK,1080+,Unsecured Loan,1114077735,403194557579,1174248587582
2021,2,2-2021,TCG,1080+,HHB,20007268,75281451776,251977228012
2021,2,2-2021,NDC,180-360,Overdraft,0,127402781,166374251
2021,1,1-2021,GLX,360-720,HHB,154203603,60841225033,118813577724
2021,2,2-2021,ASA,0-180,Unsecured Loan,20519927,286084164,323655154
2021,5,5-2021,GLX,180-360,HHB,1100000,1522959183,2199382567
2021,4,4-2021,NDC,720-1080,Secured Loan,80000000,22719408668,33020202846
2021,1,1-2021,AMG,180-360,HHB,0,17795204,27023311
2021,1,1-2021,HNA,720-1080,Unsecured Loan,49786021,95968750779,205024579571
2021,4,4-2021,NDC,0-180,Secured Loan,7347438,293740816,299724802
2021,2,2-2021,ASA,720-1080,Unsecured Loan,200647025,222954297525,469225644500
2021,2,2-2021,BFC,720-1080,Overdraft,0,387540430,693297874
2021,1,1-2021,HNA,0-180,Unsecured Loan,2000000,106837661,128284244
2021,3,3-2021,ASA,Deadloan,Unsecured Loan,0,328422790,1004736726
2021,2,2-2021,DK,1080+,Credit card,"109923194,2",25435151726,125899336845
2021,3,3-2021,HMK,Deadloan,Credit card,0,"22933411,18","227536306,9"
2021,1,1-2021,NDC,360-720,HHB,113830416,59534498886,116407326926
2021,5,5-2021,GLX,1080+,HHB,80102702,117430229941,400616680342
2021,4,4-2021,BFC,1080+,Overdraft,0,80843155,204312132
2021,1,1-2021,BFC,360-720,Credit card,0,2699292263,5455952534
2021,4,4-2021,NDC,1080+,Overdraft,107450073,3273990456,7614486842
2021,5,5-2021,ASA,720-1080,Credit card,"309131435,3",63912433880,170047064286
2021,5,5-2021,NDC,1080+,HHB,68500000,110059681299,372909624092
2021,4,4-2021,GLX,0-180,Secured Loan,4000000,161949440,175440384
2021,1,1-2021,FBI,720-1080,Overdraft,0,489346289,922987154
2021,3,3-2021,DK,360-720,Overdraft,3900000,296563689,493429602
2021,2,2-2021,DK,720-1080,Overdraft,1384766,1275789618,2358692691
2021,5,5-2021,HNA,360-720,Secured Loan,0,9225958836,11982194096
2021,4,4-2021,DK,360-720,Unsecured Loan,47900000,11957800936,20855470801
2021,3,3-2021,ASA,360-720,Credit card,"212271668,9",28648894424,57957239775
2021,2,2-2021,FBI,Deadloan,Secured Loan,0,109076551602,729834345479
2021,5,5-2021,DK,1080+,Unsecured Loan,508049382,135395948168,408775486814
2021,3,3-2021,BFC,0-180,Unsecured Loan,2324792,10258750,10634929
2021,2,2-2021,BFC,1080+,Unsecured Loan,0,19372905444,53590425857
2021,1,1-2021,DK,360-720,Credit card,"35087920,44",6690065458,13522117325
2021,5,5-2021,FBI,1080+,Credit card,"22812824,31",8424195885,42844612879
2021,2,2-2021,NDC,720-1080,Secured Loan,0,19217863318,27704897252
2021,5,5-2021,BFC,0-180,Credit card,0,"9881287,49","28811816,21"
2021,4,4-2021,DK,720-1080,Unsecured Loan,288826686,50272033390,106280201906
2021,5,5-2021,ASA,0-180,Overdraft,0,38704422,44602151
2021,4,4-2021,HNA,360-720,Secured Loan,890005,9565053303,12299559609
2021,2,2-2021,BFC,720-1080,Credit card,0,3240931179,8131814980
2021,3,3-2021,HMK,360-720,Overdraft,18330620,1659324748,2724429911
2021,3,3-2021,ASA,720-1080,Unsecured Loan,976201255,213636172938,450733605069
2021,3,3-2021,NDC,360-720,Unsecured Loan,177245233,52599602761,90161066627
2021,5,5-2021,NDC,0-180,Secured Loan,7257960,287458816,295755364
2021,1,1-2021,DK,0-180,Credit card,1800000,"49685175,67","58523139,25"
2021,1,1-2021,NDC,1080+,HHB,74206811,82237285865,273873125783
2021,1,1-2021,NDC,0-180,Unsecured Loan,5223668,76567885,85691683
2021,4,4-2021,DK,720-1080,Credit card,"167343302,8",16800029656,44946094927
2021,5,5-2021,BFC,0-180,Unsecured Loan,2419440,6919868,7764584
2021,1,1-2021,HNA,180-360,HHB,1176020,2173019483,3041666652
2021,5,5-2021,GLX,720-1080,Secured Loan,30000000,24489910240,36142523350
2021,3,3-2021,GLX,360-720,Credit card,"173003346,3",27609415500,56306352143
2021,3,3-2021,TDO,360-720,Secured Loan,0,437555594,516040615
2021,2,2-2021,ASA,720-1080,Overdraft,4938765,5122998691,9616888558
2021,1,1-2021,HMK,0-180,Overdraft,0,15960938,18013340
2021,1,1-2021,GLX,1080+,HHB,58378646,87513744738,294443239343
2021,3,3-2021,NDC,360-720,Credit card,"397259491,4",26585847082,54390745501
2021,2,2-2021,BFC,720-1080,Unsecured Loan,0,10776329572,22749733397
2021,3,3-2021,ASA,720-1080,Credit card,"817577137,3",57824484704,152644605292
2021,1,1-2021,DK,360-720,Overdraft,0,486738737,819710170
2020,4,4-2020,NDC,Deadloan,Overdraft,28,12426147373,113399875175
2020,10,10-2020,HMK,0-180,HHB,14096340,90489458,100276003
2020,7,7-2020,TDO,360-720,HHB,0,330338993,700175598
2020,6,6-2020,HMK,1080+,HHB,15000000,9168365796,29845333521
2020,6,6-2020,DK,1080+,Overdraft,15,3362382943,8016745691
2020,12,12-2020,DK,0-180,HHB,7109860,106445331,117427499
2020,2,2-2020,FBI,Deadloan,Unsecured Loan,2249114,104128899791,397386197372
2020,2,2-2020,TDO,720-1080,Unsecured Loan,500016,2117399722,4424958565
2020,1,1-2020,NDC,0-180,Unsecured Loan,17365573,1085820725,1246005992
2020,11,11-2020,TDO,360-720,Unsecured Loan,901044,32469424,68411982
2020,11,11-2020,TCG,1080+,Unsecured Loan,707863146,212559165407,604256238807
2020,12,12-2020,BFC,180-360,HHB,0,7582246,11290916
2020,6,6-2020,AMG,720-1080,Credit card,3500000,11335898197,26448968593
2020,9,9-2020,BFC,360-720,Overdraft,0,108096071,174463740
2020,7,7-2020,NDC,0-180,Unsecured Loan,40159556,108510015,115328557
2020,7,7-2020,ASA,180-360,Unsecured Loan,3057567,894012387,1125992448
2020,3,3-2020,HNA,0-180,Credit card,0,"86999709,92","111909714,4"
2020,2,2-2020,ASA,360-720,HHB,394234120,134636457357,246891328573
2020,10,10-2020,DK,0-180,Overdraft,76676872,0,0
2020,10,10-2020,NDC,180-360,Unsecured Loan,5000049,389851780,509749657
2020,9,9-2020,AMG,0-180,Unsecured Loan,600004,3433933,3462215
2020,9,9-2020,GLX,360-720,Credit card,45700008,2964717801,5581360319
2020,3,3-2020,GLX,0-180,Unsecured Loan,121398270,1829895765,1997150376
2020,5,5-2020,TCG,180-360,Unsecured Loan,29506008,1218153070,1535244957
2020,4,4-2020,HMK,1080+,Overdraft,4,1415160161,2990576144
2020,5,5-2020,FBI,360-720,Credit card,45100000,13585948198,27983928957
2020,9,9-2020,HNA,0-180,Credit card,0,0,0
2020,9,9-2020,NDC,360-720,Unsecured Loan,151620922,5354422161,8845772290
2020,10,10-2020,GLX,180-360,Credit card,0,"122600914,4","179199445,1"
2020,12,12-2020,NDC,1080+,Secured Loan,0,8805404,9347244
2020,8,8-2020,FBI,Deadloan,Unsecured Loan,7463150,113061018234,433679512509
2020,11,11-2020,TCG,180-360,Unsecured Loan,8670513,404928718,490517153
2020,1,1-2020,HMK,Deadloan,Credit card,0,"24917111,18","147369649,7"
2020,4,4-2020,GLX,0-180,Credit card,83500000,"542957583,6","602973892,8"
2020,11,11-2020,FBI,1080+,HHB,0,328686144,918207963
2020,5,5-2020,ASA,0-180,HHB,324511700,986496821,1056045313
2020,10,10-2020,HNA,1080+,Secured Loan,0,26370000,60707797
2020,11,11-2020,HNA,360-720,Credit card,37950000,"501369878,2",1012622192
2020,5,5-2020,HMK,0-180,Unsecured Loan,56048215,641610355,683505601
2020,5,5-2020,ASA,720-1080,HHB,135454064,208427900700,508970826123
2020,7,7-2020,TDO,360-720,Unsecured Loan,11500484,9209785575,16454403649
2020,8,8-2020,TDO,180-360,Unsecured Loan,16,354367980,467329061
2020,2,2-2020,DK,180-360,HHB,71861004,30061267316,42953477633
2020,4,4-2020,HNA,720-1080,HHB,3000007,6155339638,16315446804
2020,7,7-2020,GLX,0-180,Unsecured Loan,114768511,665174454,729931938
2020,10,10-2020,DK,1080+,Overdraft,4,1383805831,2992921772
2020,1,1-2020,DK,360-720,HHB,20900336,52536545262,96028756461
2020,3,3-2020,DK,720-1080,HHB,32091024,44819857937,110322247242
2020,8,8-2020,FBI,Deadloan,Credit card,0,9117592985,31993504142
2020,1,1-2020,TCG,180-360,Unsecured Loan,34320683,21658174167,28075807851
2020,11,11-2020,ASA,0-180,HHB,21271610,177869306,191094354
2020,3,3-2020,ASA,360-720,HHB,323986904,70062906382,141206413244
2020,4,4-2020,GLX,720-1080,Credit card,135950000,52089314783,126451865170
2020,9,9-2020,GLX,1080+,Credit card,49500000,41703268709,189335307769
2020,7,7-2020,TCG,180-360,Unsecured Loan,29278065,877875500,1067482963
2020,5,5-2020,HMK,720-1080,Unsecured Loan,369788743,85504128401,176353494684
2020,12,12-2020,NDC,1080+,Unsecured Loan,1171968855,276130306975,798278843927
2020,12,12-2020,HNA,180-360,Credit card,0,"100878978,3","141134655,3"
2020,4,4-2020,DK,1080+,Overdraft,4,1824122786,4312387282
2020,4,4-2020,TCG,1080+,HHB,4,4682157515,15363911638
2020,10,10-2020,NDC,Deadloan,Other,0,1564049746,2243172353
2020,3,3-2020,FBI,0-180,HHB,207006326,1059625431,1096816296
2020,5,5-2020,TDO,1080+,HHB,0,6549906891,22135846930
2020,12,12-2020,GLX,1080+,Unsecured Loan,484906066,245922777467,702337238851
2020,11,11-2020,BFC,180-360,HHB,0,7582246,10898817
2020,2,2-2020,HMK,720-1080,Credit card,197640000,54733583278,128272067575
2020,1,1-2020,GLX,0-180,Unsecured Loan,119103738,5778602029,6518179727
2020,12,12-2020,ASA,180-360,Credit card,0,"59291241,04","82243656,43"
2020,4,4-2020,GLX,360-720,Unsecured Loan,59584963,77553801853,135468021149
2020,2,2-2020,GLX,0-180,Credit card,45023600,1246027808,1463457162
2020,10,10-2020,HNA,360-720,Credit card,1000000,"682420552,1",1394463885
2020,3,3-2020,TCG,0-180,Unsecured Loan,21817029,404641198,439982003
2020,8,8-2020,DK,360-720,HHB,9630004,807068419,1585554021
2020,11,11-2020,GLX,180-360,Unsecured Loan,16770543,263321924,336604797
2020,4,4-2020,TDO,0-180,Unsecured Loan,2474783,281669767,317170451
2020,3,3-2020,DK,180-360,HHB,8261572,559240976,"806578485,4"
2020,6,6-2020,NDC,0-180,Credit card,120921162,"297764840,3","315364917,9"
2020,1,1-2020,HMK,720-1080,Unsecured Loan,522333699,413527871881,874813774590
2020,9,9-2020,HNA,1080+,Secured Loan,0,26370000,60069370
2020,10,10-2020,ASA,1080+,Secured Loan,16,314629144,1003715404
